,_id,ltable_id,rtable_id,ltable_Song_Name,ltable_Artist_Name,ltable_Genre,ltable_Released,rtable_Song_Name,rtable_Artist_Name,rtable_Genre,rtable_Released,label
579,579,1891,70514,trouble,p!nk,"pop , music , teen pop , electronic , r&b / soul , pop/rock , dance",2003,trouble,elvis presley,rock,1958,-1
580,580,1893,39400,family tree,naughty by nature,"hip-hop/rap , music , rock , east coast rap",2002,family tree,caylee hammack,country,2019,-1
581,581,2018,3868,rainy night in georgia,chris young,"country , music , contemporary country",2009,rainy night in georgia,tony joe white,pop,1969,-1
582,582,2018,36137,rainy night in georgia,chris young,"country , music , contemporary country",2009,rainy night in georgia,chris young,country,2009,-1
583,583,2018,61070,rainy night in georgia,chris young,"country , music , contemporary country",2009,rainy night in georgia,nick colionne,jazz,2006,-1
584,584,2019,3868,rainy night in georgia,chris young,"country , music , contemporary country",2009,rainy night in georgia,tony joe white,pop,1969,-1
585,585,2019,36137,rainy night in georgia,chris young,"country , music , contemporary country",2009,rainy night in georgia,chris young,country,2009,-1
586,586,2019,61070,rainy night in georgia,chris young,"country , music , contemporary country",2009,rainy night in georgia,nick colionne,jazz,2006,-1
587,587,2046,3868,rainy night in georgia,chris young,"country , music , contemporary country",2009,rainy night in georgia,tony joe white,pop,1969,-1
588,588,2046,36137,rainy night in georgia,chris young,"country , music , contemporary country",2009,rainy night in georgia,chris young,country,2009,-1
589,589,2046,61070,rainy night in georgia,chris young,"country , music , contemporary country",2009,rainy night in georgia,nick colionne,jazz,2006,-1
590,590,2059,3868,rainy night in georgia,chris young,"country , music , contemporary country",2009,rainy night in georgia,tony joe white,pop,1969,-1
591,591,2059,36137,rainy night in georgia,chris young,"country , music , contemporary country",2009,rainy night in georgia,chris young,country,2009,-1
592,592,2059,61070,rainy night in georgia,chris young,"country , music , contemporary country",2009,rainy night in georgia,nick colionne,jazz,2006,-1
593,593,2060,3868,rainy night in georgia,chris young,"country , music , contemporary country",2009,rainy night in georgia,tony joe white,pop,1969,-1
594,594,2060,36137,rainy night in georgia,chris young,"country , music , contemporary country",2009,rainy night in georgia,chris young,country,2009,-1
595,595,2060,61070,rainy night in georgia,chris young,"country , music , contemporary country",2009,rainy night in georgia,nick colionne,jazz,2006,-1
596,596,2061,3868,rainy night in georgia,chris young,"country , music , contemporary country",2009,rainy night in georgia,tony joe white,pop,1969,-1
597,597,2061,36137,rainy night in georgia,chris young,"country , music , contemporary country",2009,rainy night in georgia,chris young,country,2009,-1
598,598,2061,61070,rainy night in georgia,chris young,"country , music , contemporary country",2009,rainy night in georgia,nick colionne,jazz,2006,-1
599,599,2253,3868,rainy night in georgia,chris young,"country , music , contemporary country",2009,rainy night in georgia,tony joe white,pop,1969,-1
600,600,2253,36137,rainy night in georgia,chris young,"country , music , contemporary country",2009,rainy night in georgia,chris young,country,2009,-1
601,601,2253,61070,rainy night in georgia,chris young,"country , music , contemporary country",2009,rainy night in georgia,nick colionne,jazz,2006,-1
602,602,2254,3868,rainy night in georgia,chris young,"country , music , contemporary country",2009,rainy night in georgia,tony joe white,pop,1969,-1
603,603,2254,36137,rainy night in georgia,chris young,"country , music , contemporary country",2009,rainy night in georgia,chris young,country,2009,-1
604,604,2254,61070,rainy night in georgia,chris young,"country , music , contemporary country",2009,rainy night in georgia,nick colionne,jazz,2006,-1
605,605,2255,3868,rainy night in georgia,chris young,"country , music , contemporary country",2009,rainy night in georgia,tony joe white,pop,1969,-1
606,606,2255,36137,rainy night in georgia,chris young,"country , music , contemporary country",2009,rainy night in georgia,chris young,country,2009,-1
607,607,2255,61070,rainy night in georgia,chris young,"country , music , contemporary country",2009,rainy night in georgia,nick colionne,jazz,2006,-1
608,608,2256,3868,rainy night in georgia,chris young,"country , music , contemporary country",2009,rainy night in georgia,tony joe white,pop,1969,-1
609,609,2256,36137,rainy night in georgia,chris young,"country , music , contemporary country",2009,rainy night in georgia,chris young,country,2009,-1
610,610,2256,61070,rainy night in georgia,chris young,"country , music , contemporary country",2009,rainy night in georgia,nick colionne,jazz,2006,-1
611,611,2058,35430,laughed until we cried,jason aldean,"country , music",2007,laughed until we cried,jason aldean,country,2007,-1
612,612,3181,35430,laughed until we cried,jason aldean,"country , music",2007,laughed until we cried,jason aldean,country,2007,-1
613,613,2064,50197,let go,ryan adams,"rock , music , singer/songwriter , contemporary singer/songwriter , adult alternative , country , alternative country , americana",2014,let go,kenny wayne shepherd,blues,2004,-1
614,614,2064,79505,let go,ryan adams,"rock , music , singer/songwriter , contemporary singer/songwriter , adult alternative , country , alternative country , americana",2014,let go,rac,rock,2014,-1
615,615,2078,50197,let go,ryan adams,"rock , music , singer/songwriter , contemporary singer/songwriter , adult alternative , country , alternative country , americana",2014,let go,kenny wayne shepherd,blues,2004,-1
616,616,2078,79505,let go,ryan adams,"rock , music , singer/songwriter , contemporary singer/songwriter , adult alternative , country , alternative country , americana",2014,let go,rac,rock,2014,-1
617,617,2084,50197,let go,ryan adams,"rock , music , singer/songwriter , contemporary singer/songwriter , adult alternative , country , alternative country , americana",2014,let go,kenny wayne shepherd,blues,2004,-1
618,618,2084,79505,let go,ryan adams,"rock , music , singer/songwriter , contemporary singer/songwriter , adult alternative , country , alternative country , americana",2014,let go,rac,rock,2014,-1
619,619,2090,50197,let go,ryan adams,"rock , music , singer/songwriter , contemporary singer/songwriter , adult alternative , country , alternative country , americana",2014,let go,kenny wayne shepherd,blues,2004,-1
620,620,2090,79505,let go,ryan adams,"rock , music , singer/songwriter , contemporary singer/songwriter , adult alternative , country , alternative country , americana",2014,let go,rac,rock,2014,-1
621,621,2095,50197,let go,ryan adams,"rock , music , singer/songwriter , contemporary singer/songwriter , adult alternative , country , alternative country , americana",2014,let go,kenny wayne shepherd,blues,2004,-1
622,622,2095,79505,let go,ryan adams,"rock , music , singer/songwriter , contemporary singer/songwriter , adult alternative , country , alternative country , americana",2014,let go,rac,rock,2014,-1
623,623,2097,50197,let go,ryan adams,"rock , music , singer/songwriter , contemporary singer/songwriter , adult alternative , country , alternative country , americana",2014,let go,kenny wayne shepherd,blues,2004,-1
624,624,2097,79505,let go,ryan adams,"rock , music , singer/songwriter , contemporary singer/songwriter , adult alternative , country , alternative country , americana",2014,let go,rac,rock,2014,-1
625,625,2100,50197,let go,ryan adams,"rock , music , singer/songwriter , contemporary singer/songwriter , adult alternative , country , alternative country , americana",2014,let go,kenny wayne shepherd,blues,2004,-1
626,626,2100,79505,let go,ryan adams,"rock , music , singer/songwriter , contemporary singer/songwriter , adult alternative , country , alternative country , americana",2014,let go,rac,rock,2014,-1
627,627,2101,50197,let go,ryan adams,"rock , music , singer/songwriter , contemporary singer/songwriter , adult alternative , country , alternative country , americana",2014,let go,kenny wayne shepherd,blues,2004,-1
628,628,2101,79505,let go,ryan adams,"rock , music , singer/songwriter , contemporary singer/songwriter , adult alternative , country , alternative country , americana",2014,let go,rac,rock,2014,-1
629,629,2102,50197,let go,ryan adams,"rock , music , singer/songwriter , contemporary singer/songwriter , adult alternative , country , alternative country , americana",2014,let go,kenny wayne shepherd,blues,2004,-1
630,630,2102,79505,let go,ryan adams,"rock , music , singer/songwriter , contemporary singer/songwriter , adult alternative , country , alternative country , americana",2014,let go,rac,rock,2014,-1
631,631,2113,50197,let go,ryan adams,"rock , music , singer/songwriter , contemporary singer/songwriter , adult alternative , country , alternative country , americana",2014,let go,kenny wayne shepherd,blues,2004,-1
632,632,2113,79505,let go,ryan adams,"rock , music , singer/songwriter , contemporary singer/songwriter , adult alternative , country , alternative country , americana",2014,let go,rac,rock,2014,-1
633,633,2206,50197,let go,ryan adams,"rock , music , singer/songwriter , contemporary singer/songwriter , adult alternative , country , alternative country , americana",2014,let go,kenny wayne shepherd,blues,2004,-1
634,634,2206,79505,let go,ryan adams,"rock , music , singer/songwriter , contemporary singer/songwriter , adult alternative , country , alternative country , americana",2014,let go,rac,rock,2014,-1
635,635,2069,18365,bad blood,ryan adams,"rock , music , pop",2015,bad blood,taylor swift,pop,2014,-1
636,636,2069,40373,bad blood,ryan adams,"rock , music , pop",2015,bad blood,champion jack dupree,blues,1958,-1
637,637,2069,51485,bad blood,ryan adams,"rock , music , pop",2015,bad blood,the flying eyes,blues,2009,-1
638,638,6633,18365,bad blood,taylor swift,"pop , music , rock",2014,bad blood,taylor swift,pop,2014,-1
639,639,6633,40373,bad blood,taylor swift,"pop , music , rock",2014,bad blood,champion jack dupree,blues,1958,-1
640,640,6633,51485,bad blood,taylor swift,"pop , music , rock",2014,bad blood,the flying eyes,blues,2009,-1
641,641,2082,52624,in the dark,ryan adams,"rock , music",2015,in the dark,reignwolf,blues,2013,-1
642,642,2120,52624,in the dark,ryan adams,"rock , music",2015,in the dark,reignwolf,blues,2013,-1
643,643,2121,52624,in the dark,ryan adams,"rock , music",2015,in the dark,reignwolf,blues,2013,-1
644,644,2104,7287,voices,ryan adams,"country , music , alternative country , rock , adult alternative , americana",2014,voices,cheap trick,pop,1979,-1
645,645,2104,15552,voices,ryan adams,"country , music , alternative country , rock , adult alternative , americana",2014,voices,saosin,pop,2006,-1
646,646,2104,37552,voices,ryan adams,"country , music , alternative country , rock , adult alternative , americana",2014,voices,sturgill simpson,country,2014,-1
647,647,2104,77806,voices,ryan adams,"country , music , alternative country , rock , adult alternative , americana",2014,voices,godsmack,rock,2004,-1
648,648,2108,7287,voices,ryan adams,"rock , music , country , americana , alternative country , adult alternative , singer/songwriter",2005,voices,cheap trick,pop,1979,-1
649,649,2108,15552,voices,ryan adams,"rock , music , country , americana , alternative country , adult alternative , singer/songwriter",2005,voices,saosin,pop,2006,-1
650,650,2108,37552,voices,ryan adams,"rock , music , country , americana , alternative country , adult alternative , singer/songwriter",2005,voices,sturgill simpson,country,2014,-1
651,651,2108,77806,voices,ryan adams,"rock , music , country , americana , alternative country , adult alternative , singer/songwriter",2005,voices,godsmack,rock,2004,-1
652,652,2130,7287,voices,ryan adams,"rock , music , country , americana , alternative country , adult alternative , singer/songwriter",2005,voices,cheap trick,pop,1979,-1
653,653,2130,15552,voices,ryan adams,"rock , music , country , americana , alternative country , adult alternative , singer/songwriter",2005,voices,saosin,pop,2006,-1
654,654,2130,37552,voices,ryan adams,"rock , music , country , americana , alternative country , adult alternative , singer/songwriter",2005,voices,sturgill simpson,country,2014,-1
655,655,2130,77806,voices,ryan adams,"rock , music , country , americana , alternative country , adult alternative , singer/songwriter",2005,voices,godsmack,rock,2004,-1
656,656,2131,7287,voices,ryan adams,"rock , music , country , americana , alternative country , adult alternative , singer/songwriter",2005,voices,cheap trick,pop,1979,-1
657,657,2131,15552,voices,ryan adams,"rock , music , country , americana , alternative country , adult alternative , singer/songwriter",2005,voices,saosin,pop,2006,-1
658,658,2131,37552,voices,ryan adams,"rock , music , country , americana , alternative country , adult alternative , singer/songwriter",2005,voices,sturgill simpson,country,2014,-1
659,659,2131,77806,voices,ryan adams,"rock , music , country , americana , alternative country , adult alternative , singer/songwriter",2005,voices,godsmack,rock,2004,-1
660,660,2154,7287,voices,ryan adams,"country , music , alternative country , rock , adult alternative , americana",2014,voices,cheap trick,pop,1979,-1
661,661,2154,15552,voices,ryan adams,"country , music , alternative country , rock , adult alternative , americana",2014,voices,saosin,pop,2006,-1
662,662,2154,37552,voices,ryan adams,"country , music , alternative country , rock , adult alternative , americana",2014,voices,sturgill simpson,country,2014,-1
663,663,2154,77806,voices,ryan adams,"country , music , alternative country , rock , adult alternative , americana",2014,voices,godsmack,rock,2004,-1
664,664,2155,7287,voices,ryan adams,"country , music , alternative country , rock , adult alternative , americana",2014,voices,cheap trick,pop,1979,-1
665,665,2155,15552,voices,ryan adams,"country , music , alternative country , rock , adult alternative , americana",2014,voices,saosin,pop,2006,-1
666,666,2155,37552,voices,ryan adams,"country , music , alternative country , rock , adult alternative , americana",2014,voices,sturgill simpson,country,2014,-1
667,667,2155,77806,voices,ryan adams,"country , music , alternative country , rock , adult alternative , americana",2014,voices,godsmack,rock,2004,-1
668,668,2156,7287,voices,ryan adams,"country , music , alternative country , rock , adult alternative , americana",2014,voices,cheap trick,pop,1979,-1
669,669,2156,15552,voices,ryan adams,"country , music , alternative country , rock , adult alternative , americana",2014,voices,saosin,pop,2006,-1
670,670,2156,37552,voices,ryan adams,"country , music , alternative country , rock , adult alternative , americana",2014,voices,sturgill simpson,country,2014,-1
671,671,2156,77806,voices,ryan adams,"country , music , alternative country , rock , adult alternative , americana",2014,voices,godsmack,rock,2004,-1
672,672,2157,7287,voices,ryan adams,"country , music , alternative country , rock , adult alternative , americana",2014,voices,cheap trick,pop,1979,-1
673,673,2157,15552,voices,ryan adams,"country , music , alternative country , rock , adult alternative , americana",2014,voices,saosin,pop,2006,-1
674,674,2157,37552,voices,ryan adams,"country , music , alternative country , rock , adult alternative , americana",2014,voices,sturgill simpson,country,2014,-1
675,675,2157,77806,voices,ryan adams,"country , music , alternative country , rock , adult alternative , americana",2014,voices,godsmack,rock,2004,-1
676,676,2158,7287,voices,ryan adams,"country , music , alternative country , rock , adult alternative , americana",2014,voices,cheap trick,pop,1979,-1
677,677,2158,15552,voices,ryan adams,"country , music , alternative country , rock , adult alternative , americana",2014,voices,saosin,pop,2006,-1
678,678,2158,37552,voices,ryan adams,"country , music , alternative country , rock , adult alternative , americana",2014,voices,sturgill simpson,country,2014,-1
679,679,2158,77806,voices,ryan adams,"country , music , alternative country , rock , adult alternative , americana",2014,voices,godsmack,rock,2004,-1
680,680,2159,7287,voices,ryan adams,"country , music , alternative country , rock , adult alternative , americana",2014,voices,cheap trick,pop,1979,-1
681,681,2159,15552,voices,ryan adams,"country , music , alternative country , rock , adult alternative , americana",2014,voices,saosin,pop,2006,-1
682,682,2159,37552,voices,ryan adams,"country , music , alternative country , rock , adult alternative , americana",2014,voices,sturgill simpson,country,2014,-1
683,683,2159,77806,voices,ryan adams,"country , music , alternative country , rock , adult alternative , americana",2014,voices,godsmack,rock,2004,-1
684,684,2160,7287,voices,ryan adams,"country , music , alternative country , rock , adult alternative , americana",2014,voices,cheap trick,pop,1979,-1
685,685,2160,15552,voices,ryan adams,"country , music , alternative country , rock , adult alternative , americana",2014,voices,saosin,pop,2006,-1
686,686,2160,37552,voices,ryan adams,"country , music , alternative country , rock , adult alternative , americana",2014,voices,sturgill simpson,country,2014,-1
687,687,2160,77806,voices,ryan adams,"country , music , alternative country , rock , adult alternative , americana",2014,voices,godsmack,rock,2004,-1
688,688,2161,7287,voices,ryan adams,"country , music , alternative country , rock , adult alternative , americana",2014,voices,cheap trick,pop,1979,-1
689,689,2161,15552,voices,ryan adams,"country , music , alternative country , rock , adult alternative , americana",2014,voices,saosin,pop,2006,-1
690,690,2161,37552,voices,ryan adams,"country , music , alternative country , rock , adult alternative , americana",2014,voices,sturgill simpson,country,2014,-1
691,691,2161,77806,voices,ryan adams,"country , music , alternative country , rock , adult alternative , americana",2014,voices,godsmack,rock,2004,-1
692,692,2136,28006,suburbia,ryan adams,"rock , music , adult alternative",2014,suburbia,ronnie milsap,country,1984,-1
693,693,2137,28006,suburbia,ryan adams,"rock , music , adult alternative",2014,suburbia,ronnie milsap,country,1984,-1
694,694,2138,28006,suburbia,ryan adams,"rock , music , adult alternative",2014,suburbia,ronnie milsap,country,1984,-1
695,695,2139,28006,suburbia,ryan adams,"rock , music , adult alternative",2014,suburbia,ronnie milsap,country,1984,-1
696,696,2208,13511,clean,ryan adams,"rock , music",2015,clean,incubus,pop,1999,-1
697,697,2208,18377,clean,ryan adams,"rock , music",2015,clean,travis atreo,pop,2014,-1
698,698,2208,68763,clean,ryan adams,"rock , music",2015,clean,popcaan,reggae,2012,-1
699,699,2211,13511,clean,ryan adams,"rock , music",2015,clean,incubus,pop,1999,-1
700,700,2211,18377,clean,ryan adams,"rock , music",2015,clean,travis atreo,pop,2014,-1
701,701,2211,68763,clean,ryan adams,"rock , music",2015,clean,popcaan,reggae,2012,-1
702,702,2212,13511,clean,ryan adams,"rock , music",2015,clean,incubus,pop,1999,-1
703,703,2212,18377,clean,ryan adams,"rock , music",2015,clean,travis atreo,pop,2014,-1
704,704,2212,68763,clean,ryan adams,"rock , music",2015,clean,popcaan,reggae,2012,-1
705,705,2213,13511,clean,ryan adams,"rock , music",2015,clean,incubus,pop,1999,-1
706,706,2213,18377,clean,ryan adams,"rock , music",2015,clean,travis atreo,pop,2014,-1
707,707,2213,68763,clean,ryan adams,"rock , music",2015,clean,popcaan,reggae,2012,-1
708,708,2214,13511,clean,ryan adams,"rock , music",2015,clean,incubus,pop,1999,-1
709,709,2214,18377,clean,ryan adams,"rock , music",2015,clean,travis atreo,pop,2014,-1
710,710,2214,68763,clean,ryan adams,"rock , music",2015,clean,popcaan,reggae,2012,-1
711,711,2215,13511,clean,ryan adams,"rock , music",2015,clean,incubus,pop,1999,-1
712,712,2215,18377,clean,ryan adams,"rock , music",2015,clean,travis atreo,pop,2014,-1
713,713,2215,68763,clean,ryan adams,"rock , music",2015,clean,popcaan,reggae,2012,-1
714,714,2216,13511,clean,ryan adams,"rock , music",2015,clean,incubus,pop,1999,-1
715,715,2216,18377,clean,ryan adams,"rock , music",2015,clean,travis atreo,pop,2014,-1
716,716,2216,68763,clean,ryan adams,"rock , music",2015,clean,popcaan,reggae,2012,-1
717,717,2217,13511,clean,ryan adams,"rock , music",2015,clean,incubus,pop,1999,-1
718,718,2217,18377,clean,ryan adams,"rock , music",2015,clean,travis atreo,pop,2014,-1
719,719,2217,68763,clean,ryan adams,"rock , music",2015,clean,popcaan,reggae,2012,-1
720,720,2218,13511,clean,ryan adams,"rock , music",2015,clean,incubus,pop,1999,-1
721,721,2218,18377,clean,ryan adams,"rock , music",2015,clean,travis atreo,pop,2014,-1
722,722,2218,68763,clean,ryan adams,"rock , music",2015,clean,popcaan,reggae,2012,-1
723,723,2219,13511,clean,ryan adams,"rock , music",2015,clean,incubus,pop,1999,-1
724,724,2219,18377,clean,ryan adams,"rock , music",2015,clean,travis atreo,pop,2014,-1
725,725,2219,68763,clean,ryan adams,"rock , music",2015,clean,popcaan,reggae,2012,-1
726,726,2220,13511,clean,ryan adams,"rock , music",2015,clean,incubus,pop,1999,-1
727,727,2220,18377,clean,ryan adams,"rock , music",2015,clean,travis atreo,pop,2014,-1
728,728,2220,68763,clean,ryan adams,"rock , music",2015,clean,popcaan,reggae,2012,-1
729,729,2221,13511,clean,ryan adams,"rock , music",2015,clean,incubus,pop,1999,-1
730,730,2221,18377,clean,ryan adams,"rock , music",2015,clean,travis atreo,pop,2014,-1
731,731,2221,68763,clean,ryan adams,"rock , music",2015,clean,popcaan,reggae,2012,-1
732,732,2222,13511,clean,ryan adams,"rock , music",2015,clean,incubus,pop,1999,-1
733,733,2222,18377,clean,ryan adams,"rock , music",2015,clean,travis atreo,pop,2014,-1
734,734,2222,68763,clean,ryan adams,"rock , music",2015,clean,popcaan,reggae,2012,-1
735,735,6638,13511,clean,taylor swift,"pop , music , rock",2014,clean,incubus,pop,1999,-1
736,736,6638,18377,clean,taylor swift,"pop , music , rock",2014,clean,travis atreo,pop,2014,-1
737,737,6638,68763,clean,taylor swift,"pop , music , rock",2014,clean,popcaan,reggae,2012,-1
738,738,2243,14325,upside down,tori kelly,"pop , music , rock",2012,upside down,a*teens,pop,2001,-1
739,739,2244,14325,upside down,tori kelly,"pop , music , rock",2012,upside down,a*teens,pop,2001,-1
740,740,2246,14325,upside down,tori kelly,"pop , music , rock",2012,upside down,a*teens,pop,2001,-1
741,741,2247,14325,upside down,tori kelly,"pop , music , rock",2012,upside down,a*teens,pop,2001,-1
742,742,2597,14325,upside down,tori kelly,"pop , music , rock",2012,upside down,a*teens,pop,2001,-1
743,743,2613,14325,upside down,tori kelly,"pop , music , rock",2012,upside down,a*teens,pop,2001,-1
744,744,2265,11755,say something,a great big world & christina aguilera,"pop , music , rock , singer/songwriter , contemporary singer/songwriter , adult alternative",2014,say something,james,pop,1993,-1
745,745,2265,18500,say something,a great big world & christina aguilera,"pop , music , rock , singer/songwriter , contemporary singer/songwriter , adult alternative",2014,say something,a great big world,pop,2014,-1
746,746,2266,11755,say something,a great big world & christina aguilera,"pop , music , rock , singer/songwriter , contemporary singer/songwriter , adult alternative",2014,say something,james,pop,1993,-1
747,747,2266,18500,say something,a great big world & christina aguilera,"pop , music , rock , singer/songwriter , contemporary singer/songwriter , adult alternative",2014,say something,a great big world,pop,2014,-1
748,748,2267,11755,say something,a great big world & christina aguilera,"pop , music , rock , singer/songwriter , contemporary singer/songwriter , adult alternative",2014,say something,james,pop,1993,-1
749,749,2267,18500,say something,a great big world & christina aguilera,"pop , music , rock , singer/songwriter , contemporary singer/songwriter , adult alternative",2014,say something,a great big world,pop,2014,-1
750,750,2268,11755,say something,a great big world & christina aguilera,"pop , music , rock , singer/songwriter , contemporary singer/songwriter , adult alternative",2014,say something,james,pop,1993,-1
751,751,2268,18500,say something,a great big world & christina aguilera,"pop , music , rock , singer/songwriter , contemporary singer/songwriter , adult alternative",2014,say something,a great big world,pop,2014,-1
752,752,2270,11755,say something,a great big world & christina aguilera,"pop , music , rock , singer/songwriter , contemporary singer/songwriter , adult alternative",2014,say something,james,pop,1993,-1
753,753,2270,18500,say something,a great big world & christina aguilera,"pop , music , rock , singer/songwriter , contemporary singer/songwriter , adult alternative",2014,say something,a great big world,pop,2014,-1
754,754,2271,11755,say something,a great big world & christina aguilera,"pop , music , rock , singer/songwriter , contemporary singer/songwriter , adult alternative",2014,say something,james,pop,1993,-1
755,755,2271,18500,say something,a great big world & christina aguilera,"pop , music , rock , singer/songwriter , contemporary singer/songwriter , adult alternative",2014,say something,a great big world,pop,2014,-1
756,756,2272,11755,say something,a great big world & christina aguilera,"pop , music , rock , singer/songwriter , contemporary singer/songwriter , adult alternative",2014,say something,james,pop,1993,-1
757,757,2272,18500,say something,a great big world & christina aguilera,"pop , music , rock , singer/songwriter , contemporary singer/songwriter , adult alternative",2014,say something,a great big world,pop,2014,-1
758,758,2273,11755,say something,a great big world & christina aguilera,"pop , music , rock , singer/songwriter , contemporary singer/songwriter , adult alternative",2014,say something,james,pop,1993,-1
759,759,2273,18500,say something,a great big world & christina aguilera,"pop , music , rock , singer/songwriter , contemporary singer/songwriter , adult alternative",2014,say something,a great big world,pop,2014,-1
760,760,2274,11755,say something,a great big world & christina aguilera,"pop , music , rock , singer/songwriter , contemporary singer/songwriter , adult alternative",2014,say something,james,pop,1993,-1
761,761,2274,18500,say something,a great big world & christina aguilera,"pop , music , rock , singer/songwriter , contemporary singer/songwriter , adult alternative",2014,say something,a great big world,pop,2014,-1
762,762,2275,11755,say something,a great big world & christina aguilera,"pop , music , rock , singer/songwriter , contemporary singer/songwriter , adult alternative",2014,say something,james,pop,1993,-1
763,763,2275,18500,say something,a great big world & christina aguilera,"pop , music , rock , singer/songwriter , contemporary singer/songwriter , adult alternative",2014,say something,a great big world,pop,2014,-1
764,764,2276,11755,say something,a great big world & christina aguilera,"pop , music , rock , singer/songwriter , contemporary singer/songwriter , adult alternative",2014,say something,james,pop,1993,-1
765,765,2276,18500,say something,a great big world & christina aguilera,"pop , music , rock , singer/songwriter , contemporary singer/songwriter , adult alternative",2014,say something,a great big world,pop,2014,-1
766,766,2277,11755,say something,a great big world & christina aguilera,"pop , music , rock , singer/songwriter , contemporary singer/songwriter , adult alternative",2014,say something,james,pop,1993,-1
767,767,2277,18500,say something,a great big world & christina aguilera,"pop , music , rock , singer/songwriter , contemporary singer/songwriter , adult alternative",2014,say something,a great big world,pop,2014,-1
768,768,2278,11755,say something,a great big world & christina aguilera,"pop , music , rock , singer/songwriter , contemporary singer/songwriter , adult alternative",2014,say something,james,pop,1993,-1
769,769,2278,18500,say something,a great big world & christina aguilera,"pop , music , rock , singer/songwriter , contemporary singer/songwriter , adult alternative",2014,say something,a great big world,pop,2014,-1
770,770,2286,17688,right here,jess glynne,"pop , music , r&b / soul",2014,right here,justin bieber,pop,2012,-1
771,771,2286,33365,right here,jess glynne,"pop , music , r&b / soul",2014,right here,mark wills,country,2000,-1
772,772,2286,77973,right here,jess glynne,"pop , music , r&b / soul",2014,right here,staind,rock,2005,-1
773,773,2286,78871,right here,jess glynne,"pop , music , r&b / soul",2014,right here,ashes remain,rock,2011,-1
774,774,2296,33071,i might get over you,kenny chesney,"country , music , contemporary country , urban cowboy",1999,i might get over you,kenny chesney,country,1999,-1
775,775,2334,33071,i might get over you,kenny chesney,"country , music , contemporary country , urban cowboy",1999,i might get over you,kenny chesney,country,1999,-1
776,776,2340,33071,i might get over you,kenny chesney,"country , music , contemporary country , urban cowboy",1999,i might get over you,kenny chesney,country,1999,-1
777,777,2350,33071,i might get over you,kenny chesney,"country , music , contemporary country , urban cowboy",1999,i might get over you,kenny chesney,country,1999,-1
778,778,2351,33071,i might get over you,kenny chesney,"country , music , contemporary country , urban cowboy",1999,i might get over you,kenny chesney,country,1999,-1
779,779,2364,33071,i might get over you,kenny chesney,"country , music , contemporary country , urban cowboy",1999,i might get over you,kenny chesney,country,1999,-1
780,780,2313,76708,demons,kenny chesney,"country , music , contemporary country",2007,demons,guster,rock,1997,-1
781,781,2313,79183,demons,kenny chesney,"country , music , contemporary country",2007,demons,imagine dragons,rock,2012,-1
782,782,2322,76708,demons,kenny chesney,"country , music , contemporary country",2007,demons,guster,rock,1997,-1
783,783,2322,79183,demons,kenny chesney,"country , music , contemporary country",2007,demons,imagine dragons,rock,2012,-1
784,784,2328,76708,demons,kenny chesney,"country , music , contemporary country",2007,demons,guster,rock,1997,-1
785,785,2328,79183,demons,kenny chesney,"country , music , contemporary country",2007,demons,imagine dragons,rock,2012,-1
786,786,2484,76708,demons,kenny chesney,"country , music , contemporary country",2007,demons,guster,rock,1997,-1
787,787,2484,79183,demons,kenny chesney,"country , music , contemporary country",2007,demons,imagine dragons,rock,2012,-1
788,788,4755,76708,demons,imagine dragons,"pop , music",2014,demons,guster,rock,1997,-1
789,789,4755,79183,demons,imagine dragons,"pop , music",2014,demons,imagine dragons,rock,2012,-1
790,790,2354,31514,the tin man,kenny chesney,"country , music , urban cowboy , contemporary country",1995,the tin man,kenny chesney,country,1994,-1
791,791,2375,31514,the tin man,kenny chesney,"country , music , urban cowboy , contemporary country",1995,the tin man,kenny chesney,country,1994,-1
792,792,2428,31514,the tin man,kenny chesney,"country , music , urban cowboy , contemporary country",1995,the tin man,kenny chesney,country,1994,-1
793,793,2433,31514,the tin man,kenny chesney,"country , music , urban cowboy , contemporary country",1995,the tin man,kenny chesney,country,1994,-1
794,794,2454,31514,the tin man,kenny chesney,"country , music , urban cowboy , contemporary country",1995,the tin man,kenny chesney,country,1994,-1
795,795,2458,31514,the tin man,kenny chesney,"country , music , urban cowboy , contemporary country",1995,the tin man,kenny chesney,country,1994,-1
796,796,2460,31514,the tin man,kenny chesney,"country , music , urban cowboy , contemporary country",1995,the tin man,kenny chesney,country,1994,-1
797,797,2464,31514,the tin man,kenny chesney,"country , music , urban cowboy , contemporary country",1995,the tin man,kenny chesney,country,1994,-1
798,798,2468,31514,the tin man,kenny chesney,"country , music , urban cowboy , contemporary country",1995,the tin man,kenny chesney,country,1994,-1
799,799,2471,31514,the tin man,kenny chesney,"country , music , urban cowboy , contemporary country",1995,the tin man,kenny chesney,country,1994,-1
800,800,2404,45405,rise up,kenny chesney,"country , music",2011,rise up,peter frampton,blues,1981,-1
801,801,2404,53938,rise up,kenny chesney,"country , music",2011,rise up,ndidi o,blues,2018,-1
802,802,2447,11279,silent night,johnny cash,"holiday , music , country , christmas",2007,silent night,sinéad o'connor,pop,1991,-1
803,803,2447,21153,silent night,johnny cash,"holiday , music , country , christmas",2007,silent night,the louvin brothers,country,1961,-1
804,804,2447,55475,silent night,johnny cash,"holiday , music , country , christmas",2007,silent night,bing crosby,jazz,1962,-1
